"Date","Price","Open","High","Low","Vol.","Change %"
"10/09/2025","21,936.20","21,872.20","22,042.55","21,837.35","27.62M","1.05%"
"10/08/2025","21,707.35","21,856.15","21,973.65","21,677.15","14.21M","-0.77%"
"10/07/2025","21,875.30","21,813.75","21,900.35","21,737.30","15.44M","0.44%"
"10/06/2025","21,779.85","21,727.15","21,799.00","21,591.45","13.31M","0.11%"
"10/03/2025","21,756.35","21,684.20","21,873.20","21,660.70","19.70M","0.11%"
"10/01/2025","21,733.50","21,511.50","21,786.55","21,511.50","21.74M","1.30%"
"09/30/2025","21,454.25","21,509.05","21,594.25","21,365.90","14.51M","-0.10%"
"09/29/2025","21,475.30","21,543.40","21,740.85","21,443.80","23.50M","-0.15%"
"09/26/2025","21,507.20","21,623.95","21,695.55","21,390.25","34.54M","-2.14%"
"09/25/2025","21,977.70","22,219.65","22,311.15","21,956.25","16.73M","-0.92%"
"09/24/2025","22,180.70","22,291.05","22,321.25","22,166.40","11.10M","-0.53%"
"09/23/2025","22,299.10","22,386.55","22,434.75","22,210.25","12.40M","-0.30%"
"09/22/2025","22,365.75","22,668.95","22,685.45","22,325.50","17.04M","-1.41%"
"09/19/2025","22,686.60","22,636.20","22,716.90","22,580.75","31.64M","0.50%"
"09/18/2025","22,574.35","22,321.90","22,596.90","22,261.20","25.09M","1.50%"
"09/17/2025","22,241.35","22,274.50","22,307.05","22,194.60","14.09M","-0.10%"
"09/16/2025","22,264.55","22,240.00","22,310.90","22,197.10","9.67M","0.30%"
"09/15/2025","22,198.70","22,315.30","22,330.90","22,111.85","12.14M","-0.64%"
"09/12/2025","22,341.20","22,262.40","22,399.25","22,260.45","12.87M","0.53%"
"09/11/2025","22,224.00","22,150.30","22,307.80","22,039.55","16.66M","0.46%"
"09/10/2025","22,122.05","22,110.95","22,201.45","22,026.75","15.15M","0.31%"
"09/09/2025","22,052.65","21,885.25","22,080.40","21,883.55","12.99M","0.86%"
"09/08/2025","21,865.20","21,951.10","22,034.80","21,811.25","10.73M","-0.27%"
"09/05/2025","21,924.80","21,927.35","22,139.85","21,842.20","12.79M","0.04%"
"09/04/2025","21,915.40","22,156.70","22,156.70","21,850.75","11.40M","-0.20%"
"09/03/2025","21,959.60","21,741.25","21,985.20","21,697.20","17.20M","1.10%"
"09/02/2025","21,719.95","21,813.95","21,845.05","21,676.55","17.18M","-0.27%"
"09/01/2025","21,778.85","21,820.40","21,916.85","21,691.40","26.59M","-0.12%"
"08/29/2025","21,804.05","21,806.35","21,894.60","21,696.90","31.21M","-0.02%"
"08/28/2025","21,808.35","22,043.80","22,051.80","21,732.35","25.43M","-0.83%"
"08/26/2025","21,990.00","22,292.35","22,292.35","21,941.15","32.46M","-1.67%"
"08/25/2025","22,362.80","22,361.60","22,394.05","22,259.60","15.22M","0.44%"
"08/22/2025","22,265.00","22,213.20","22,304.65","22,171.60","14.68M","0.39%"
"08/21/2025","22,177.70","21,958.65","22,253.70","21,867.75","17.22M","0.95%"
"08/20/2025","21,969.50","22,069.55","22,093.70","21,899.65","15.47M","-0.44%"
"08/19/2025","22,066.75","22,167.10","22,177.45","22,030.55","12.33M","-0.34%"
"08/18/2025","22,141.15","22,243.50","22,253.30","22,038.70","17.99M","-0.05%"
"08/14/2025","22,151.85","22,176.85","22,370.45","22,077.50","19.71M","0.10%"
"08/13/2025","22,130.30","21,803.45","22,171.05","21,794.30","16.95M","1.73%"
"08/12/2025","21,753.50","21,604.65","21,900.00","21,554.70","22.11M","0.69%"
"08/11/2025","21,604.65","21,391.75","21,783.60","21,324.05","15.33M","0.95%"
"08/08/2025","21,402.15","21,633.05","21,676.15","21,375.95","18.11M","-1.30%"
"08/07/2025","21,684.80","21,380.90","21,712.35","21,325.20","23.50M","0.75%"
"08/06/2025","21,523.75","21,966.50","21,966.60","21,487.30","23.91M","-2.03%"
"08/05/2025","21,970.15","22,142.65","22,237.60","21,879.65","15.30M","-0.83%"
"08/04/2025","22,153.80","22,038.50","22,206.80","21,890.55","18.99M","0.65%"
"08/01/2025","22,011.70","22,696.25","22,705.95","21,972.65","29.28M","-3.33%"
"07/31/2025","22,771.05","22,772.90","22,993.85","22,701.85","26.19M","-1.31%"
"07/30/2025","23,073.90","23,102.05","23,162.45","22,996.55","23.85M","0.01%"
"07/29/2025","23,072.45","22,741.50","23,115.05","22,732.60","25.41M","1.37%"
"07/28/2025","22,761.15","22,690.50","22,908.40","22,662.80","36.32M","0.43%"
"07/25/2025","22,662.70","22,525.55","22,715.95","22,440.05","23.22M","0.54%"
"07/24/2025","22,541.05","22,457.20","22,618.70","22,455.10","22.16M","0.55%"
"07/23/2025","22,417.45","22,326.05","22,436.05","22,297.40","16.01M","0.49%"
"07/22/2025","22,307.20","22,529.10","22,570.40","22,275.50","17.77M","-1.00%"
"07/21/2025","22,531.85","22,567.95","22,615.15","22,439.15","15.45M","-0.27%"
"07/18/2025","22,592.75","22,713.55","22,720.30","22,511.65","17.59M","-0.39%"
"07/17/2025","22,680.35","22,647.60","22,794.20","22,625.85","23.45M","0.38%"
"07/16/2025","22,593.90","22,678.60","22,694.85","22,562.25","35.73M","-0.32%"
"07/15/2025","22,665.70","22,513.50","22,688.65","22,373.85","25.14M","1.14%"
"07/14/2025","22,410.35","22,166.50","22,502.30","22,118.65","28.46M","0.83%"
"07/11/2025","22,225.90","22,172.90","22,346.80","22,124.85","33.48M","0.68%"
"07/10/2025","22,076.80","22,175.95","22,198.75","21,973.75","20.16M","-0.59%"
"07/09/2025","22,208.50","22,109.75","22,267.20","22,073.15","24.61M","0.19%"
"07/08/2025","22,165.90","22,383.40","22,400.15","21,987.65","20.86M","-0.89%"
"07/07/2025","22,365.05","22,401.55","22,418.20","22,262.40","14.10M","-0.09%"
"07/04/2025","22,384.60","22,261.15","22,409.90","22,196.65","24.88M","0.81%"
"07/03/2025","22,204.25","22,155.75","22,238.35","22,103.95","26.14M","0.42%"
"07/02/2025","22,110.80","22,030.40","22,176.10","21,996.50","26.35M","0.32%"
"07/01/2025","22,041.25","22,097.90","22,124.05","21,856.20","27.30M","0.01%"
"06/30/2025","22,038.70","22,036.25","22,079.10","21,934.20","25.13M","0.50%"
"06/27/2025","21,928.60","21,850.85","22,001.00","21,823.60","30.63M","0.55%"
"06/26/2025","21,808.20","21,835.90","21,860.80","21,665.35","29.23M","0.02%"
"06/25/2025","21,804.80","21,749.80","21,832.40","21,708.45","25.03M","0.61%"
"06/24/2025","21,672.10","21,728.20","21,864.35","21,655.75","23.91M","0.21%"
"06/23/2025","21,626.20","21,531.30","21,672.70","21,460.75","15.31M","0.06%"
"06/20/2025","21,613.00","21,443.65","21,642.65","21,424.75","23.49M","0.80%"
"06/19/2025","21,441.85","21,583.85","21,619.30","21,394.85","20.60M","-0.68%"
"06/18/2025","21,588.40","21,587.15","21,724.10","21,534.75","21.14M","-0.16%"
"06/17/2025","21,622.80","22,029.15","22,057.15","21,516.95","32.50M","-1.89%"
"06/16/2025","22,039.45","21,899.35","22,058.60","21,840.35","18.83M","0.25%"
"06/13/2025","21,985.15","21,778.35","22,008.90","21,742.05","22.00M","-0.23%"
"06/12/2025","22,036.15","22,124.80","22,354.75","21,968.75","26.47M","-0.10%"
"06/11/2025","22,057.15","22,016.40","22,090.85","21,962.30","25.90M","0.50%"
"06/10/2025","21,948.00","21,886.40","21,976.90","21,802.20","20.96M","0.56%"
"06/09/2025","21,826.80","21,751.10","21,840.95","21,694.80","17.04M","0.66%"
"06/06/2025","21,684.40","21,686.85","21,707.70","21,557.00","14.54M","0.19%"
"06/05/2025","21,644.20","21,407.30","21,694.05","21,405.90","23.59M","1.28%"
"06/04/2025","21,371.70","21,338.70","21,461.35","21,311.70","14.92M","0.08%"
"06/03/2025","21,354.20","21,514.55","21,514.55","21,303.85","18.05M","-0.19%"
"06/02/2025","21,394.10","21,445.50","21,465.55","21,261.00","12.38M","-0.22%"
"05/30/2025","21,442.05","21,570.80","21,641.55","21,390.10","28.33M","-0.68%"
"05/29/2025","21,589.35","21,489.90","21,610.70","21,419.35","19.68M","0.92%"
"05/28/2025","21,393.30","21,562.60","21,574.55","21,356.35","16.56M","-0.61%"
"05/27/2025","21,524.95","21,520.35","21,590.80","21,444.20","15.00M","0.11%"
"05/26/2025","21,501.80","21,541.65","21,650.45","21,443.30","14.42M","0.32%"
"05/23/2025","21,434.25","21,389.35","21,452.10","21,172.85","17.09M","-0.41%"
"05/22/2025","21,521.75","21,703.35","21,741.70","21,431.45","18.72M","-0.93%"
"05/21/2025","21,723.65","21,489.20","21,947.50","21,461.20","22.96M","1.25%"
"05/20/2025","21,456.15","21,819.65","21,857.65","21,427.75","20.48M","-1.31%"
"05/19/2025","21,740.45","21,723.85","22,026.65","21,662.50","18.57M","0.50%"
"05/16/2025","21,633.20","21,717.00","21,717.00","21,504.50","15.46M","-0.08%"
"05/15/2025","21,650.65","21,489.20","21,671.35","21,327.95","21.72M","0.79%"
"05/14/2025","21,480.50","21,362.20","21,508.40","21,176.75","19.07M","0.57%"
"05/13/2025","21,359.75","21,226.30","21,589.10","21,225.80","30.29M","1.22%"
"05/12/2025","21,102.70","20,949.70","21,156.75","20,576.05","36.95M","0.15%"
"05/09/2025","21,071.75","20,855.05","21,107.30","20,825.25","17.80M","-0.21%"
"05/08/2025","21,115.05","21,464.75","21,517.95","21,013.00","19.43M","-1.62%"
"05/07/2025","21,462.45","21,320.80","21,556.10","21,313.40","18.08M","-0.33%"
"05/06/2025","21,534.35","21,672.85","21,700.30","21,359.30","20.85M","-1.11%"
"05/05/2025","21,775.75","21,699.10","21,802.05","21,627.00","16.17M","0.69%"
"05/02/2025","21,627.45","21,729.90","21,863.00","21,495.05","16.22M","-0.67%"
"04/30/2025","21,772.45","21,708.85","21,970.00","21,668.15","22.19M","0.44%"
"04/29/2025","21,676.65","21,948.10","21,980.85","21,567.20","17.09M","-1.06%"
"04/28/2025","21,908.10","21,466.10","21,961.90","21,465.50","17.92M","1.98%"
"04/25/2025","21,482.55","22,008.50","22,116.25","21,323.20","25.92M","-2.24%"
"04/24/2025","21,974.60","21,769.15","22,058.20","21,679.40","47.68M","1.08%"
"04/23/2025","21,738.95","21,537.70","21,759.55","21,422.65","20.32M","1.40%"
"04/22/2025","21,438.05","21,378.80","21,501.85","21,202.30","15.15M","0.41%"
"04/21/2025","21,351.05","21,308.90","21,380.40","21,078.05","16.80M","1.06%"
"04/17/2025","21,126.75","20,886.70","21,166.70","20,862.80","19.64M","1.21%"
"04/16/2025","20,874.30","20,844.30","20,972.10","20,768.20","24.89M","-0.18%"
"04/15/2025","20,912.20","20,823.20","20,957.25","20,665.25","19.46M","2.20%"
"04/11/2025","20,461.90","20,608.35","20,684.75","20,379.25","26.20M","2.43%"
"04/09/2025","19,976.30","20,019.90","20,137.90","19,839.60","26.73M","-1.97%"
"04/08/2025","20,377.90","20,103.00","20,471.30","20,077.90","20.69M","1.91%"
"04/07/2025","19,995.50","19,122.70","20,150.00","19,121.10","29.81M","-2.75%"
"04/04/2025","20,560.00","21,430.95","21,431.20","20,089.45","45.41M","-4.03%"
"04/03/2025","21,423.55","21,571.85","21,996.60","21,372.40","47.53M","2.25%"
"04/02/2025","20,952.85","20,771.05","20,983.90","20,615.35","14.81M","0.87%"
"04/01/2025","20,771.80","21,085.50","21,218.45","20,704.70","19.61M","-1.73%"
"03/28/2025","21,137.45","21,277.30","21,313.35","20,999.95","16.68M","-0.65%"
"03/27/2025","21,275.15","21,247.10","21,305.05","21,042.85","35.17M","-0.40%"
"03/26/2025","21,360.60","21,568.95","21,594.45","21,299.90","15.01M","-0.84%"
"03/25/2025","21,542.50","21,840.40","21,869.00","21,427.80","15.39M","-1.05%"
"03/24/2025","21,771.15","21,734.85","21,807.80","21,607.65","13.36M","0.67%"
"03/21/2025","21,625.90","21,417.50","21,680.80","21,358.00","26.14M","1.34%"
"03/20/2025","21,340.60","21,242.85","21,364.95","21,112.00","11.57M","0.92%"
"03/19/2025","21,145.65","21,133.25","21,172.20","20,915.30","15.59M","0.50%"
"03/18/2025","21,041.30","20,807.80","21,077.30","20,712.25","14.70M","1.63%"
"03/17/2025","20,703.95","20,442.00","20,775.55","20,404.55","15.94M","1.56%"
"03/13/2025","20,386.85","20,458.50","20,499.50","20,305.15","10.52M","-0.18%"
"03/12/2025","20,424.00","20,357.00","20,443.35","20,178.30","16.81M","0.45%"
"03/11/2025","20,332.10","20,150.25","20,444.45","20,101.45","16.93M","0.37%"
"03/10/2025","20,256.55","20,429.95","20,591.30","20,198.30","14.30M","-0.60%"
"03/07/2025","20,378.30","20,458.60","20,509.70","20,327.75","13.94M","-0.22%"
"03/06/2025","20,423.35","20,293.60","20,457.00","20,200.45","19.93M","1.47%"
"03/05/2025","20,126.80","19,761.60","20,149.65","19,713.10","24.00M","1.54%"
"03/04/2025","19,820.65","19,795.20","19,884.90","19,635.15","16.19M","-0.30%"
"03/03/2025","19,879.80","19,764.25","19,908.95","19,633.95","18.49M","0.33%"
"02/28/2025","19,813.50","20,223.90","20,223.90","19,755.80","37.02M","-1.92%"
"02/27/2025","20,201.25","20,292.80","20,336.90","20,051.65","21.22M","-0.24%"
"02/25/2025","20,249.15","20,393.35","20,500.85","20,203.40","25.56M","-0.69%"
"02/24/2025","20,389.70","20,256.60","20,550.60","20,222.15","20.89M","0.02%"
"02/21/2025","20,385.65","20,824.70","20,869.10","20,303.35","28.77M","-1.92%"
"02/20/2025","20,785.75","20,746.30","20,841.15","20,682.10","17.50M","-0.16%"
"02/19/2025","20,820.00","20,590.60","20,930.15","20,299.95","25.28M","-0.71%"
"02/18/2025","20,969.20","21,060.55","21,142.05","20,835.55","17.86M","-0.51%"
"02/17/2025","21,076.00","20,755.55","21,157.90","20,652.95","20.32M","1.27%"
"02/14/2025","20,811.55","21,466.80","21,499.70","20,673.10","35.51M","-2.87%"
"02/13/2025","21,427.10","21,165.45","21,611.20","21,165.45","34.33M","1.35%"
"02/12/2025","21,142.05","21,287.95","21,306.50","20,931.15","20.18M","-0.51%"
"02/11/2025","21,249.50","21,680.90","21,704.95","21,123.65","16.51M","-1.92%"
"02/10/2025","21,665.65","22,028.85","22,082.00","21,608.60","12.62M","-1.86%"
"02/07/2025","22,077.00","22,049.45","22,143.80","21,891.55","16.35M","0.31%"
"02/06/2025","22,009.05","21,942.35","22,170.85","21,910.35","31.65M","0.64%"
"02/05/2025","21,868.50","21,807.65","21,929.90","21,604.55","28.28M","0.62%"
"02/04/2025","21,733.95","21,486.85","21,761.85","21,459.65","21.48M","1.74%"
"02/03/2025","21,361.60","21,370.20","21,397.80","21,060.70","14.96M","0.13%"
"02/01/2025","21,334.80","21,443.25","21,670.45","21,234.20","11.36M","-0.48%"
"01/31/2025","21,438.60","21,413.10","21,641.20","21,304.85","25.03M","0.09%"
"01/30/2025","21,419.65","21,245.60","21,485.30","21,198.50","37.54M","1.21%"
"01/29/2025","21,163.90","20,816.00","21,220.35","20,783.95","23.49M","1.77%"
"01/28/2025","20,796.60","21,266.80","21,272.55","20,673.80","37.11M","-2.33%"
"01/27/2025","21,292.30","21,786.00","21,807.15","21,225.65","41.38M","-2.65%"
"01/24/2025","21,872.40","22,199.55","22,249.75","21,775.90","29.67M","-2.11%"
"01/23/2025","22,343.30","21,980.30","22,373.95","21,959.95","14.84M","1.40%"
"01/22/2025","22,034.95","21,962.95","22,055.05","21,829.45","13.90M","0.69%"
"01/21/2025","21,882.90","22,195.75","22,395.80","21,862.65","14.49M","-1.35%"
"01/20/2025","22,182.40","22,099.80","22,213.90","21,863.45","18.16M","0.55%"
"01/17/2025","22,061.70","21,950.30","22,124.40","21,836.95","15.00M","0.69%"
"01/16/2025","21,909.75","22,083.55","22,085.70","21,810.30","22.79M","-0.29%"
"01/15/2025","21,972.70","22,281.85","22,288.55","21,834.00","20.17M","-1.04%"
"01/14/2025","22,203.90","21,970.75","22,250.00","21,910.05","29.92M","1.37%"
"01/13/2025","21,903.35","22,256.95","22,277.80","21,848.55","41.64M","-2.13%"
"01/10/2025","22,380.85","22,826.65","22,918.85","22,336.80","17.00M","-2.13%"
"01/09/2025","22,868.10","23,043.15","23,085.30","22,836.20","15.89M","-0.62%"
"01/08/2025","23,011.10","23,338.70","23,418.20","22,897.50","17.39M","-0.94%"
"01/07/2025","23,228.55","23,116.80","23,413.20","23,116.80","36.43M","0.67%"
"01/06/2025","23,073.05","23,283.95","23,301.85","22,912.30","15.76M","-0.82%"
"01/03/2025","23,263.50","23,569.95","23,604.45","23,208.85","15.24M","-1.23%"
"01/02/2025","23,553.40","23,494.65","23,566.75","23,308.95","17.93M","0.40%"
"01/01/2025","23,459.75","23,441.80","23,509.65","23,321.65","14.51M","0.20%"
"12/31/2024","23,412.25","23,191.35","23,511.95","23,152.05","21.38M","0.74%"
"12/30/2024","23,241.15","23,037.20","23,313.20","22,980.80","38.73M","1.01%"
"12/27/2024","23,008.35","22,756.30","23,066.10","22,691.05","21.02M","1.30%"
"12/26/2024","22,712.55","22,571.40","22,745.35","22,451.20","16.98M","0.68%"
"12/24/2024","22,558.90","22,603.10","22,669.30","22,470.40","20.21M","-0.06%"
"12/23/2024","22,572.05","22,603.80","22,705.45","22,363.55","15.74M","0.31%"
"12/20/2024","22,501.85","22,708.45","22,791.00","22,452.45","28.07M","-0.86%"
"12/19/2024","22,697.90","22,209.35","22,726.90","22,163.60","29.68M","1.72%"
"12/18/2024","22,314.55","22,105.85","22,431.10","22,099.85","25.84M","1.09%"
"12/17/2024","22,074.55","22,307.40","22,350.50","22,015.75","18.29M","-0.81%"
"12/16/2024","22,255.55","22,212.20","22,289.35","22,067.10","14.37M","0.44%"
"12/13/2024","22,157.35","22,184.40","22,222.50","21,798.00","20.79M","-0.32%"
"12/12/2024","22,229.30","22,402.30","22,420.55","22,187.75","16.68M","-0.33%"
"12/11/2024","22,302.60","22,352.00","22,397.15","22,267.10","14.66M","0.05%"
"12/10/2024","22,291.45","22,392.40","22,419.20","22,179.40","18.85M","-0.08%"
"12/09/2024","22,309.10","22,434.50","22,463.25","22,266.30","25.66M","-0.56%"
"12/06/2024","22,434.75","22,548.55","22,562.95","22,398.05","20.14M","-0.13%"
"12/05/2024","22,463.40","22,485.65","22,528.30","22,145.05","28.04M","0.18%"
"12/04/2024","22,422.90","22,497.85","22,526.80","22,292.10","27.21M","-0.10%"
"12/03/2024","22,445.70","22,600.00","22,603.90","22,399.55","37.47M","-0.02%"
"12/02/2024","22,450.20","22,323.95","22,517.55","22,269.40","32.21M","0.94%"
"11/29/2024","22,240.20","21,817.65","22,297.55","21,796.30","24.57M","2.35%"
"11/28/2024","21,728.60","21,855.80","21,884.50","21,649.50","25.07M","-0.46%"
"11/27/2024","21,828.60","21,970.00","22,037.70","21,751.90","24.09M","-0.61%"
"11/26/2024","21,961.75","22,231.75","22,250.55","21,924.85","20.38M","-0.97%"
"11/25/2024","22,177.05","22,163.85","22,275.70","22,064.90","33.79M","0.98%"
"11/22/2024","21,962.05","21,769.35","22,024.30","21,721.55","13.50M","1.02%"
"11/21/2024","21,740.10","21,672.05","21,857.85","21,552.90","13.68M","-0.13%"
"11/19/2024","21,768.85","21,505.35","21,990.05","21,495.75","14.90M","1.04%"
"11/18/2024","21,544.15","21,802.65","21,851.40","21,475.95","19.21M","-0.96%"
"11/14/2024","21,752.00","21,802.65","22,012.00","21,693.90","17.24M","-0.26%"
"11/13/2024","21,809.30","22,089.30","22,120.65","21,757.20","20.04M","-1.55%"
"11/12/2024","22,151.60","22,317.60","22,537.85","22,094.20","25.73M","-0.86%"
"11/11/2024","22,344.25","22,671.05","22,678.55","22,285.95","38.08M","-0.88%"
"11/08/2024","22,542.25","22,603.45","22,673.35","22,428.80","24.37M","0.07%"
"11/07/2024","22,526.95","23,028.50","23,032.55","22,478.20","25.84M","-1.72%"
"11/06/2024","22,920.35","22,781.15","22,979.35","22,687.60","31.58M","1.14%"
"11/05/2024","22,661.25","22,613.85","22,788.15","22,381.60","24.72M","0.10%"
"11/04/2024","22,638.30","22,817.00","22,817.00","22,421.25","24.88M","-0.74%"
"11/01/2024","22,807.15","22,886.45","22,894.55","22,724.30","3.06M","0.31%"
"10/31/2024","22,735.55","22,639.80","22,781.10","22,550.50","45.93M","1.61%"
"10/30/2024","22,374.95","22,512.80","22,569.00","22,216.95","28.77M","-1.00%"
"10/29/2024","22,601.40","22,978.65","23,003.95","22,360.50","22.35M","-1.12%"
"10/28/2024","22,857.25","22,604.05","22,948.70","22,430.45","19.50M","1.25%"
"10/25/2024","22,574.55","22,606.20","22,752.20","22,463.00","34.31M","0.02%"
"10/24/2024","22,570.80","22,493.15","22,651.90","22,464.10","13.22M","0.44%"
"10/23/2024","22,471.60","22,764.45","22,896.15","22,437.95","16.71M","-1.56%"
"10/22/2024","22,828.20","23,126.25","23,206.45","22,790.85","15.95M","-1.27%"
"10/21/2024","23,122.70","23,412.70","23,486.95","23,074.55","13.24M","-1.00%"
"10/18/2024","23,356.20","23,249.25","23,426.55","23,075.50","16.43M","0.44%"
"10/17/2024","23,254.00","23,569.20","23,577.95","23,200.55","12.40M","-0.91%"
"10/16/2024","23,467.35","23,561.70","23,591.80","23,331.55","18.86M","-0.38%"
"10/15/2024","23,555.70","23,727.05","23,808.85","23,495.55","16.14M","-0.52%"
"10/14/2024","23,680.00","23,624.10","23,713.95","23,475.85","15.73M","0.41%"
"10/11/2024","23,582.25","23,378.05","23,592.90","23,261.15","21.02M","1.19%"
"10/10/2024","23,305.15","23,834.00","23,885.95","23,254.60","22.40M","-2.01%"
"10/09/2024","23,783.80","23,319.45","23,907.90","23,314.20","21.33M","2.04%"
"10/08/2024","23,307.95","22,925.70","23,345.55","22,896.05","16.33M","1.44%"
"10/07/2024","22,977.80","23,145.20","23,215.45","22,852.70","23.22M","-0.51%"
"10/04/2024","23,094.70","23,140.00","23,442.00","22,983.50","27.00M","-0.36%"
"10/03/2024","23,178.75","23,168.30","23,356.00","23,090.25","29.68M","-0.51%"
"10/01/2024","23,296.55","23,294.25","23,328.65","23,084.05","20.88M","0.07%"
"09/30/2024","23,281.20","23,497.75","23,578.50","23,250.40","22.33M","-1.01%"
"09/27/2024","23,519.10","23,268.55","23,557.45","23,257.35","43.71M","1.15%"
"09/26/2024","23,250.90","23,275.40","23,287.25","23,022.15","28.67M","0.01%"
"09/25/2024","23,249.00","23,241.90","23,278.90","23,087.70","20.10M","0.26%"
"09/24/2024","23,188.40","23,103.30","23,240.60","23,094.80","22.61M","0.23%"
"09/23/2024","23,134.25","23,134.35","23,292.05","23,035.60","24.89M","0.56%"
"09/20/2024","23,005.25","23,014.40","23,062.40","22,857.05","30.09M","0.33%"
"09/19/2024","22,930.15","23,108.65","23,160.10","22,802.60","25.53M","-0.41%"
"09/18/2024","23,025.20","23,411.65","23,414.15","22,914.75","21.16M","-1.53%"
"09/17/2024","23,383.65","23,472.95","23,504.50","23,367.55","21.51M","-0.28%"
"09/16/2024","23,448.75","23,560.55","23,573.85","23,414.90","20.94M","-0.04%"
"09/13/2024","23,457.65","23,466.25","23,521.15","23,365.05","41.70M","0.12%"
"09/12/2024","23,429.60","23,358.75","23,488.70","23,239.50","66.30M","0.90%"
"09/11/2024","23,220.40","23,293.15","23,463.10","23,175.75","27.83M","-0.16%"
"09/10/2024","23,256.85","23,126.30","23,297.50","23,109.75","33.43M","1.08%"
"09/09/2024","23,009.40","23,019.00","23,100.85","22,884.55","25.52M","-0.15%"
"09/06/2024","23,043.40","23,154.70","23,233.15","22,988.90","21.13M","-0.49%"
"09/05/2024","23,156.70","23,216.90","23,404.85","23,116.90","42.01M","-0.12%"
"09/04/2024","23,184.40","22,942.90","23,214.50","22,902.30","30.19M","0.74%"
"09/03/2024","23,014.30","23,035.10","23,219.35","22,986.30","18.22M","0.12%"
"09/02/2024","22,987.45","23,343.05","23,384.85","22,957.50","19.55M","-0.99%"
"08/30/2024","23,217.60","22,918.70","23,275.50","22,915.30","60.55M","1.48%"
"08/29/2024","22,878.05","22,969.00","23,111.50","22,774.25","25.28M","-0.48%"
"08/28/2024","22,989.10","22,815.70","23,090.75","22,710.55","31.53M","1.14%"
"08/27/2024","22,729.00","22,597.80","22,758.50","22,547.50","20.38M","0.77%"
"08/26/2024","22,554.95","22,520.65","22,607.35","22,437.15","19.22M","0.12%"
"08/23/2024","22,527.85","22,565.60","22,608.10","22,450.85","15.64M","-0.08%"
"08/22/2024","22,546.10","22,660.30","22,661.00","22,501.95","19.00M","-0.14%"
"08/21/2024","22,577.90","22,420.90","22,588.65","22,349.75","20.68M","0.91%"
"08/20/2024","22,374.25","22,313.95","22,385.00","22,179.75","18.58M","0.61%"
"08/19/2024","22,237.85","22,200.90","22,292.50","22,124.70","17.00M","0.59%"
"08/16/2024","22,106.50","22,127.60","22,152.90","21,933.70","28.79M","0.43%"
"08/14/2024","22,012.70","22,276.85","22,276.85","21,945.90","23.80M","-0.81%"
"08/13/2024","22,191.60","22,303.80","22,326.55","22,152.55","28.33M","-0.06%"
"08/12/2024","22,205.60","22,209.05","22,262.50","22,109.20","27.75M","-0.02%"
"08/09/2024","22,209.55","22,239.70","22,299.45","22,155.25","31.73M","0.43%"
"08/08/2024","22,114.25","22,065.65","22,301.05","22,033.70","29.53M","0.35%"
"08/07/2024","22,036.95","21,755.65","22,050.30","21,682.75","30.45M","2.20%"
"08/06/2024","21,562.55","21,669.65","21,877.00","21,537.45","20.23M","-0.09%"
"08/05/2024","21,583.05","21,526.80","21,878.80","21,501.80","29.59M","-1.46%"
"08/02/2024","21,902.85","21,620.40","22,005.10","21,528.65","23.54M","0.52%"
