"Date","Price","Open","High","Low","Vol.","Change %"
"06/26/2024","9,015.30","8,897.80","9,029.45","8,885.30","149.47M","1.34%"
"06/25/2024","8,896.10","8,937.10","8,941.45","8,868.60","160.08M","-0.04%"
"06/24/2024","8,899.35","8,845.10","8,920.65","8,808.10","167.41M","0.15%"
"06/21/2024","8,885.70","8,952.10","8,966.65","8,856.85","281.01M","-0.49%"
"06/20/2024","8,929.15","8,909.95","8,939.95","8,853.55","153.96M","0.41%"
"06/19/2024","8,892.95","9,079.15","9,082.25","8,879.10","161.19M","-1.77%"
"06/18/2024","9,053.15","9,086.55","9,086.75","9,025.30","162.64M","0.27%"
"06/14/2024","9,028.70","9,014.60","9,038.25","8,954.65","190.65M","0.56%"
"06/13/2024","8,978.10","9,010.15","9,010.15","8,936.45","166.06M","0.48%"
"06/12/2024","8,935.50","8,885.15","8,969.55","8,866.95","214.07M","0.89%"
"06/11/2024","8,856.30","8,835.55","8,905.70","8,800.85","261.04M","0.56%"
"06/10/2024","8,806.70","8,786.40","8,867.55","8,778.55","216.72M","0.62%"
"06/07/2024","8,752.60","8,538.70","8,758.75","8,512.00","256.50M","2.40%"
"06/06/2024","8,547.50","8,502.70","8,635.35","8,459.70","313.06M","1.71%"
"06/05/2024","8,403.95","8,332.85","8,420.10","7,972.65","411.93M","2.76%"
"06/04/2024","8,178.00","9,112.60","9,115.10","7,877.10","797.73M","-10.59%"
"06/03/2024","9,147.00","9,072.70","9,166.25","8,958.60","485.44M","5.53%"
"05/31/2024","8,668.00","8,665.10","8,709.55","8,610.40","339.28M","0.52%"
"05/30/2024","8,623.05","8,710.40","8,721.85","8,590.65","159.13M","-1.12%"
"05/29/2024","8,721.00","8,711.45","8,772.75","8,704.55","144.30M","-0.62%"
"05/28/2024","8,775.20","8,864.60","8,872.85","8,762.50","133.55M","-0.79%"
"05/27/2024","8,845.00","8,899.85","8,907.40","8,811.20","246.04M","-0.12%"
"05/24/2024","8,855.90","8,846.55","8,908.85","8,825.90","211.50M","0.08%"
